Iteration No,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,
1,0.003908049,9.814743242572051,-4.128273415821006,48.56287854634249,11.87177492045166,0.017202497,0.05368131,0.09841911,0.5727022,0.2251266,
2,0.003886304,10.273420756407258,-4.046480880984689,49.03315287690263,11.508128594160606,0.017100927999999998,0.05401522,0.09754493,0.5708509,0.2264308,
3,0.003865639,10.69129899036416,-3.9852842261319736,49.66249354661838,11.184689506464622,0.017005261,0.05432291,0.09672072,0.569105,0.2275731,
4,0.003843706,11.063494953101854,-3.94428014182472,50.52093414052814,10.89123827264286,0.016904524,0.0545907,0.0959196,0.5674077,0.2286439,
5,0.003818183,11.384587723131698,-3.9281490684665954,51.61130784954253,10.620108790438652,0.016787875,0.05480226,0.0951163,0.5657051,0.2297373,
6,0.003786925,11.651954863288887,-3.9417250129422996,52.79085469741699,10.366751131703767,0.016645291000000003,0.05493918,0.09428952,0.5639519,0.2309412,
7,0.003748428,11.869572870744097,-3.973952371990123,53.79544977772248,10.130039703223444,0.016469687,0.05498624,0.09342416,0.5621155,0.232327,
8,0.003703087,12.048041787971718,-4.01505254430397,55.39305850750124,9.91223450855559,0.016262779,0.05494263,0.09252328,0.5602014,0.2339025,
9,0.003652872,12.19915019211869,-4.065205826313928,56.433919372416156,9.7150267180355,0.016033563,0.05482183,0.09160422,0.5582452,0.235621,
10,0.0036001,12.3315175812835,-4.111135791530728,57.24158308672057,9.538818123982542,0.015792725,0.05464236,0.09068786,0.5562906,0.2374119,
11,0.003546537,12.450304616093423,-4.151039004887771,57.88112782650603,9.382298168382242,0.015548338000000002,0.05441981,0.08979006,0.5543707,0.2392209,
12,0.003493618,12.558983072800551,-4.186661481269226,58.73996975263222,9.243085335369596,0.015307032,0.05417006,0.08892134,0.5525076,0.2410036,
13,0.003441976,12.659446296128152,-4.0144852482537985,49.34815933255064,9.11896858428764,0.015071667000000002,0.0539013,0.08808636,0.5507114,0.2427398,
14,0.003392029,12.75304200963139,-0.7190221449413912,48.6592624386723,9.00786298117902,0.014844167,0.05362005,0.08728788,0.548988,0.2444163,
15,0.003343918,12.840810054345495,-0.8388200590141253,48.08373539603579,8.90789118387423,0.014625130000000002,0.05333124,0.08652453,0.5473348,0.2460298,
16,0.003297696,12.92358274894778,-0.9518105096576193,47.583767135604916,8.817494735156918,0.014414816,0.05303775,0.0857959,0.5457511,0.247579,
17,0.003253263,13.001882393657313,-1.0582000727153584,47.12654745249267,8.735471758556026,0.014212718000000001,0.0527412,0.08509936,0.5442317,0.2490684,
18,0.003210674,13.07624619642197,-1.1578357472834,46.71315755504946,8.660869192871058,0.014019083000000002,0.05244458,0.08443403,0.5427749,0.2504961,
19,0.003169766,13.147074459305584,-1.2510646294004175,46.33456099845634,8.59271908248215,0.01383317,0.05214793,0.08379763,0.5413762,0.251869,
20,0.003130384,13.214675544474781,-1.3380757908977756,45.98129813805244,8.530250505372518,0.013654225,0.05185115,0.08318809,0.5400313,0.2531917,
21,0.003092448,13.279421273131803,-1.4191339827523919,45.621997228254614,8.472979305589066,0.013481923,0.05155518,0.08260347,0.5387365,0.2544653,
22,0.003055834,13.341408471030068,-1.4946296858563954,45.32004295428207,8.420286192118676,0.013315653,0.0512595,0.0820427,0.5374896,0.2556966,
23,0.003020548,13.40102681914776,-1.564598079739845,45.02000324627865,8.371648519381258,0.013155441,0.05096611,0.08150409,0.5362873,0.2568849,
24,0.002986463,13.458395509572176,-1.6293715029964844,44.77856616086383,8.326731509591704,0.013000728000000001,0.05067456,0.0809861,0.5351264,0.2580332,
25,0.002953534,13.513629541236213,-1.6892705170627735,44.490528548489806,8.285232768123823,0.0128512748,0.05038526,0.08048789,0.5340055,0.2591444,
26,0.002921646,13.566985662523823,-1.744470555289226,44.20477493758371,8.246731488662123,0.0127065679,0.05009805,0.08000744,0.5329203,0.2602212,
27,0.00289076,13.618496008368679,-1.795229836824376,43.97329495270199,8.21100540490977,0.0125664253,0.04981287,0.07954471,0.531871,0.2612656,
28,0.002860842,13.668299431575246,-1.841789709926715,43.696946415690746,8.177830091012012,0.0124306793,0.04953037,0.07909844,0.5308551,0.2622799,
29,0.002831722,13.716495010192393,-1.8844438661428953,43.472278720133275,8.147045040288496,0.0122985772,0.04924906,0.07866684,0.5298687,0.2632664,
30,0.002803504,13.763107617372501,-1.9232591193912185,43.29498589751127,8.118492369659688,0.0121705623,0.04897082,0.07825061,0.5289137,0.2642249,
31,0.002776092,13.808338648549665,-1.9583377547398442,43.025377650386105,8.091696670615852,0.0120462082,0.04869531,0.07784805,0.5279865,0.2651574,
32,0.002749402,13.852208301589435,-1.9901256697036018,42.84971862983396,8.066712077875021,0.0119251275,0.04842196,0.07745813,0.5270849,0.2660679,
33,0.002723407,13.894770682563342,-2.018678433509308,42.633035244521295,8.043438107016232,0.0118072006,0.04815115,0.07707989,0.5262069,0.2669563,
34,0.002698146,13.936183928955227,-2.0439826960182614,42.41344681141321,8.021583184948025,0.0116925913,0.04788349,0.0767141,0.5253546,0.2678222,
35,0.002673474,13.976393563470754,-2.0664552258334936,42.28160669921088,8.001314213299104,0.01158066,0.04761746,0.07635925,0.5245246,0.2686681,
36,0.002649437,14.015484501220122,-2.0860628165105766,42.067360754663696,7.9823328464813965,0.0114715939,0.04735432,0.07601503,0.5237164,0.269495,
37,0.002626012,14.053574600269963,-2.1029274924032535,41.850378662220066,7.964531183229661,0.0113653007,0.0470941,0.07568114,0.5229296,0.2703029,
38,0.002603073,14.090676168587525,-2.1173236474029267,41.72020947351004,7.947797967714246,0.0112611993,0.04683566,0.07535566,0.5221596,0.2710957,
39,0.002580653,14.126698087177093,-2.129298582704635,41.55030252688583,7.932298999855219,0.011159456100000001,0.04657917,0.07503995,0.52141,0.2718706,
40,0.002558799,14.161891901318363,-2.138791586391193,41.37756846988175,7.917666787584516,0.0110602622,0.04632633,0.07473271,0.5206779,0.272629,
41,0.002537432,14.19606323281618,-2.146220685071505,41.208056634397934,7.904120762690435,0.0109632835,0.04607553,0.07443475,0.5199652,0.2733704,
42,0.002516497,14.229392302652833,-2.151406909135787,41.03964993274428,7.891420200536552,0.010868247000000001,0.0458265,0.07414478,0.5192692,0.2740994,
43,0.002497034,14.241679691618188,-2.169979433368532,42.29291820320098,7.86813180656289,0.010778041300000001,0.0455957,0.07386247,0.5185882,0.2751052,
44,0.002483093,14.2772898046222,-2.1567558823878485,41.29065691523529,7.868544493402434,0.0107149887,0.04543879,0.07364618,0.5180653,0.2755296,
45,0.002466018,14.309643539991361,-2.153323519834089,40.835157363298435,7.855435776289756,0.0106375685,0.04523493,0.07340179,0.5174728,0.2760974,
46,0.002452612,14.166237958563084,-2.2191207242073006,51.6208273149029,7.778740975660428,0.0105673763,0.04508428,0.07315118,0.5168588,0.2782425,
47,0.002463346,14.26382308601539,-2.157039397541297,44.58285182229932,7.831959702439417,0.010617031100000002,0.04527544,0.07317912,0.516926,0.2775933,
48,0.002460322,14.314404002212214,-2.1379265342946354,42.08226112481883,7.811308371168629,0.0106038959,0.04526858,0.07307627,0.5166749,0.277535,
49,0.002448862,14.349420079311077,-2.126180088053786,40.99858930613165,7.796274342117464,0.010552168900000002,0.04513889,0.07289461,0.5162312,0.2778512,
50,0.00243636,14.29050070692287,-2.162000356733131,46.0385753629518,7.747435585684073,0.0104898742,0.0449939,0.072679,0.5157006,0.279275,
51,0.002438145,14.351189823814272,-2.117391950176014,42.33112989124595,7.775228169349232,0.010498699900000002,0.04505313,0.07262839,0.5155759,0.2790041,
52,0.002429468,14.388048851625443,-2.1015244597759732,40.8978675350678,7.759802347491879,0.010459694700000001,0.04495937,0.07247962,0.5152103,0.2791967,
53,0.002419795,14.267733450107272,-2.1497392846877617,49.5355825210454,7.692906980771368,0.0104078273,0.04485243,0.07228462,0.5147263,0.2809624,
54,0.002429891,14.35594420364498,-2.0929411114376393,43.45258342413456,7.73790685226156,0.0104545688,0.04503087,0.07231773,0.5148072,0.2803321,
55,0.002426421,14.400732752734891,-2.072548013273888,41.21712685971562,7.7205608204291165,0.010439386100000001,0.0450106,0.07222296,0.5145732,0.2802899,
56,0.002415112,14.432338062292192,-2.057201568586123,40.321908069062005,7.709189029254549,0.0103883312,0.04487442,0.07205517,0.5141586,0.2806006,
57,0.002151995,12.914401173996522,-1.98597687725551,50.246690708553515,7.39658371060705,0.0092135004,0.0410188,0.06922459,0.5070032,0.2935382,
58,0.002202165,13.367324590698903,-1.8789558197457126,49.44695660969646,7.670006359037524,0.0094379649,0.04181215,0.069664,0.5081331,0.2914745,
59,0.002249407,13.772176673278658,-2.2701150031653228,51.61079591602987,7.645853646130786,0.0096501236,0.04255551,0.07007195,0.5091747,0.2894472,
60,0.002291439,14.103883770318308,-2.246302962326574,52.99257699031257,7.624522251531238,0.009839661000000001,0.04321523,0.07042795,0.5100782,0.2875545,
61,0.00232408,14.331237531068382,-3.361433177783809,58.21049079536604,7.60389741135274,0.0099875464,0.04372988,0.07069318,0.5107481,0.2859895,
62,0.002342179,14.449709517260509,-1.9630661388119393,43.896977464236144,7.58396315825107,0.0100701952,0.04402407,0.07082001,0.5110673,0.2850083,
63,0.002345006,14.503481493942477,-1.93936985962619,40.9129999140909,7.569006042413039,0.010083931,0.04408824,0.0708023,0.5110224,0.2846856,
64,0.002342625,14.329676399766601,-1.9839339110064529,51.90913093169327,7.49509555954913,0.010064769,0.04407607,0.07069245,0.5107406,0.2863914,
65,0.002360507,14.445371648115371,-1.9276737754787021,43.63430731187137,7.549848407912036,0.0101464337,0.04436688,0.07081653,0.5110529,0.2854251,
66,0.002362993,14.497762622146293,-1.9040429749773011,40.77354535879135,7.535495389520475,0.0101586355,0.0444256,0.0707965,0.5110022,0.2851173,
67,0.002333593,14.153859109967568,-3.0275551442717585,55.19751624653318,7.422551066941153,0.0100154678,0.04401482,0.07040368,0.5100037,0.2883827,
68,0.002364013,14.35347007930453,-1.8939208744441416,48.757364265708816,7.504586810522692,0.010153361400000002,0.04449536,0.07064536,0.5106145,0.2869236,
69,0.002378742,14.450798006451889,-1.8712607211806613,42.64410111321057,7.486700039178846,0.0102207924,0.0447382,0.07074043,0.5108541,0.2860956,
70,0.002378875,14.496217862286834,-1.848051919304595,40.353661246505965,7.475129805908106,0.0102223628,0.04476076,0.07070029,0.5107526,0.2858911,
71,0.002131158,12.957426044998881,-1.6342194695573937,50.34763318843231,7.091489766057752,0.00910091,0.04103535,0.06809864,0.5040387,0.2981045,
72,0.002182654,13.41782262880024,-1.5457175133009002,49.63523769424259,7.267135794864775,0.0093307448,0.04186005,0.06855259,0.5052299,0.2960039,
73,0.002231298,13.828950698909638,-1.9867019579386707,52.02064393256643,7.343960097713913,0.0095486534,0.04263448,0.06897655,0.5063338,0.2939365,
74,0.002274852,14.165008371683346,-2.424462047547216,52.702167039771155,7.422029516903783,0.009744542600000001,0.04332518,0.06935042,0.5073006,0.2919965,
75,0.002308848,14.39175112143857,-1.7366434120612126,49.99962206015047,7.401869515057955,0.009898161,0.04386461,0.06963484,0.5080321,0.2903871,
76,0.002327885,14.506234997955914,-1.7215878328661276,42.68351958821572,7.384323199401263,0.0099848333,0.04417243,0.06978021,0.5084047,0.2893731,
77,0.002331464,14.556604992247488,-1.6987943298952501,40.03867352694766,7.373537625632965,0.0100019153,0.04424256,0.0697829,0.5084115,0.2890199,
78,0.001922213,11.74628540842331,-0.5569045743242782,49.48095427208963,7.125680399903837,0.0081702894,0.0378594,0.06555587,0.4971514,0.3067104,
79,0.001975481,12.282224063405359,-0.41750049778529785,47.61567294786249,7.332286456737962,0.0084058767,0.03874203,0.06605292,0.4985235,0.3046383,
80,0.002028312,12.795775162579236,-0.7781969038657337,48.113300163571125,7.316629980913104,0.008640236800000001,0.03961094,0.06654055,0.4998556,0.3025227,
81,0.002080107,13.28077123277502,-1.134753886921942,48.78534015287384,7.305913725783849,0.0088707619,0.04045651,0.06701425,0.5011371,0.300378,
82,0.00213012,13.727750702450694,-1.5366116447956202,50.17482666718486,7.299921159693014,0.0090941565,0.04126732,0.0674676,0.5023524,0.2982263,
83,0.002176835,14.118242865843937,-1.5841042858270384,51.009582568131364,7.298315854639437,0.009303646300000001,0.04201999,0.06788736,0.5034683,0.2961272,
84,0.002217349,14.420314620410357,-2.7171749266240752,54.68674837947219,7.46588705633034,0.009486114300000001,0.04266963,0.06824799,0.5044203,0.2942119,
85,0.002246448,14.602297626641771,-1.535054241742948,45.37481624896995,7.4422761680686325,0.0096178745,0.0431365,0.06850141,0.5050856,0.2927324,
86,0.002259209,14.681106949774673,-1.5231390249754995,40.56780949781732,7.42381637368973,0.0096763355,0.04334558,0.06860326,0.5053522,0.2919535,
87,0.00208764,13.529023823779692,-1.6348145426355387,51.27027552722792,6.982351102734459,0.008897878599999999,0.04067611,0.0668095,0.5005763,0.3013021,
88,0.002136397,13.950941610023504,-1.6602832875727458,52.0180934122812,7.12338898194557,0.009115758600000001,0.04146883,0.06724957,0.5017612,0.2991737,
89,0.002180431,14.29720177816929,-2.2129305106378254,52.76794587256137,7.123242000192938,0.00931333,0.04218038,0.06764436,0.5028157,0.2971611,
90,0.002215476,14.531143272028908,-1.3915153145136685,48.55056502463704,7.201333738621961,0.0094712917,0.04274496,0.06795466,0.5036391,0.2954645,
91,0.002235773,14.645782173398313,-1.3923816859607356,41.58003195903824,7.287916597818058,0.0095634123,0.04307364,0.06812869,0.5040989,0.2943726,
92,0.002240369,14.692730031802206,-1.3729226486814383,39.02928096564219,7.278454271422955,0.0095850209,0.04315317,0.06815882,0.5041786,0.2939698,
93,0.001834464,11.792465790979097,0.005945955173871198,49.38261216365804,7.0747712914444065,0.0077745967,0.03665113,0.06393426,0.4925428,0.311492,
94,0.001886768,12.336846421728087,0.12086138114443656,47.57611615866915,7.265082138598029,0.008005426000000001,0.03753675,0.0644338,0.4939748,0.3093944,
95,0.001938719,12.858647311204711,-0.3002393341199223,48.03902816550901,7.24305746711802,0.0082353934,0.0384094,0.06492608,0.4953697,0.3072503,
96,0.001989883,13.35285783135319,-0.7085818369621109,48.716983418031845,7.228675629849491,0.0084626282,0.03926241,0.06540671,0.4967165,0.3050682,
97,0.002039495,13.810157091409863,-1.1599472652820424,50.05123275954148,7.216755311154246,0.0086837634,0.04008324,0.06586996,0.4980013,0.3028716,
98,0.002086324,14.213414593646368,-1.2837292061850718,50.7390673278463,7.209266930180221,0.0088933143,0.0408527,0.06630449,0.499195,0.3007105,
99,0.002127602,14.530351621102135,-2.509238808479104,54.338032877704805,7.204523616844732,0.0090788191,0.04152659,0.06668613,0.5002347,0.2987096,
100,0.002158285,14.72443714633626,-1.1664436075650855,44.90726730935873,7.198944379273677,0.0092174251,0.04202531,0.06696896,0.5010002,0.2971191,
101,0.002172893,14.806354748964337,-1.1693401691393888,39.83361927203383,7.269405051248961,0.0092840852,0.04226302,0.06710309,0.501362,0.2962363,
102,0.001724328,11.642690621975419,0.688198998585662,49.13209617845004,7.20266558594163,0.0072880314,0.03492374,0.06236425,0.4879098,0.3157947,
103,0.001775011,12.200191624317714,0.7662104714990221,47.250942483116205,7.386775286327902,0.0075112141,0.03580063,0.06286389,0.4894014,0.3136856,
104,0.001825525,12.736298304626219,0.2611998349282203,47.683002614199694,7.356982898454893,0.0077343227,0.03666765,0.06335835,0.4908585,0.3115246,
105,0.001875575,13.2475548662142,-0.2083758207315327,48.23744595859836,7.33073102674624,0.0079560832,0.03752011,0.06384449,0.4922733,0.3093173,
106,0.001924558,13.727028738365817,-0.6835423677232342,49.134425643639645,7.312446000476134,0.0081738943,0.03834795,0.06431771,0.4936345,0.3070785,
107,0.001971655,14.16296144300372,-1.2841776210151608,51.18381176417067,7.296191129561413,0.0083841212,0.03913776,0.0647711,0.4949246,0.3048385,
108,0.002015082,14.531967017516108,-1.883544177310057,51.626964690632946,7.284192985616588,0.0085787988,0.03986054,0.06518894,0.4961017,0.3026758,
109,0.002051329,14.795498738994295,-0.7703055697477765,49.70926542053169,7.276470997430762,0.0087420645,0.04045962,0.06553868,0.4970787,0.3007672,
110,0.002074319,14.927907715972362,-0.819051698998706,41.073500183720384,7.265154882480792,0.0088463102,0.0408368,0.06576445,0.4977058,0.2994417,
111,0.002081118,14.655705885787093,-0.816210422708167,58.93608813608043,7.152290650414112,0.0088675795,0.04094867,0.06578737,0.4977641,0.3011216,
112,0.002110783,14.840689239093535,-0.8443248552512728,43.689138931703,7.219534789714529,0.0090016303,0.04143466,0.06607,0.498544,0.2995247,
113,0.002123939,14.91334915113436,-0.8564289041976281,39.017752411932065,7.209332635113485,0.0090617904,0.04164841,0.06620036,0.4989025,0.2986818,
114,0.001676964,11.725363425155123,1.0725182585063209,49.04357965858223,7.249404761649672,0.0070751434,0.03420308,0.06153909,0.4853897,0.3185631,
115,0.001726714,12.284571690382968,1.1393264055686245,47.261647417980654,7.428197595205138,0.0072940426,0.03507343,0.06203562,0.486907,0.3164316,
116,0.00177631,12.822303703713212,0.5760438403534351,47.61608881255988,7.391837445417839,0.0075129145000000005,0.03593416,0.06252753,0.4883896,0.3142474,
117,0.001825462,13.334789076388923,0.05714201273278263,48.21614532439888,7.3607843808932145,0.0077305306,0.03678062,0.06301179,0.4898302,0.3120149,
118,0.001873633,13.815462536332305,-0.46647984047190505,49.155293928789234,7.3365790786972696,0.0079445717,0.03760369,0.06348439,0.4912188,0.3097469,
119,0.001919992,14.252930513151638,-1.1332008172815833,51.24447674629121,7.315678638481784,0.0081513705,0.03838972,0.06393787,0.4925359,0.307474,
120,0.001962825,14.623647588931565,-1.8047209337278503,51.6351208960606,7.302090046265805,0.0083432726,0.03911024,0.06435751,0.493742,0.3052738,
121,0.001998689,14.888311281834527,-0.3575222494338277,48.9199126909147,7.287948396464035,0.0085047352,0.03970882,0.06471134,0.4947499,0.3033257,
122,0.002021466,15.019200425554885,-0.431445047998821,40.45869694466927,7.273608383060944,0.0086079929,0.04008516,0.06494284,0.4954052,0.3019697,
123,0.001571242,12.063429244182078,1.6882221226143344,49.153252490662254,7.049680253959543,0.006612528,0.03236684,0.06035303,0.481672,0.3225351,
124,0.001618309,12.623007330641782,1.679127994114225,47.467844487268266,7.1929911186510385,0.0068193476,0.03320529,0.06083585,0.4832013,0.3203858,
125,0.001665235,13.159640037440672,1.0435582848103024,47.99629573643119,7.156721671885592,0.007026162,0.0340349,0.06131435,0.4846949,0.3181832,
126,0.001711654,13.668037945602425,0.44950165103276163,48.77438171665844,7.126212688976996,0.007231404700000001,0.03484916,0.06178586,0.4861465,0.3159359,
127,0.001756999,14.139421920408836,-0.2174697274371198,50.2496546845843,7.10146964044595,0.0074326226,0.03563854,0.062245,0.4875415,0.3136605,
128,0.001800077,14.554878183815392,-0.6830395737085695,51.06513559231121,7.082351798566716,0.0076245286,0.03638268,0.06268105,0.4888504,0.3114099,
129,0.001838421,14.878607229669251,0.38034511090398837,53.98270816513971,7.067906570736349,0.0077960974,0.03703964,0.06307168,0.4900103,0.3093089,
130,0.001867044,15.066967112014677,0.22432602780925492,41.66436696746425,7.055908431934801,0.007924833800000001,0.03752543,0.06336933,0.4908866,0.3076393,
131,0.00172653,14.8607786609469,0.9243996608836227,65.1339293648171,7.025214589117059,0.007307274000000001,0.03510644,0.06199311,0.4867853,0.31261,
132,0.00175811,15.099600261208055,0.6994638190659543,43.6648615135488,7.035741476234025,0.0074488284,0.03565202,0.06232885,0.4878022,0.3107379,
133,0.001633803,14.877025849493215,1.4981001183658407,79.50487161882717,7.014055590184681,0.0069033666,0.03347579,0.06108846,0.4840042,0.3153157,
134,0.001665848,15.140543490837533,1.1963961742576856,44.53026314682708,7.022379896458595,0.007046698099999999,0.03403747,0.06143698,0.4850876,0.3133629,
135,0.001554537,14.916655445968381,2.099494977357651,86.97019979349281,7.0084280313319836,0.006558858799999999,0.03206087,0.06030741,0.481542,0.3176259,
136,0.001585989,15.18971260402237,1.7190489835234644,44.497349518946976,7.01469076544483,0.0066993511000000006,0.03261874,0.06065792,0.4826579,0.3156442,
137,0.001485383,14.971852054445725,2.738912103245198,73.76834426186218,7.007212180822446,0.0062588448,0.03081019,0.05962105,0.4793277,0.3196464,
138,0.001509642,15.148126962843754,2.3884293862017216,48.88084495087537,6.994332317621977,0.006366165,0.03124495,0.05989369,0.4802155,0.3183409,
139,0.001418635,14.913554072386294,3.5983640530408394,63.02174234885746,7.003512764479032,0.0059682285000000005,0.02958949,0.05894237,0.4770864,0.322069,
140,0.001449942,15.22579437230477,2.9656189233808874,46.32583247285736,7.005109623869723,0.006107669100000001,0.03015696,0.05930367,0.4782895,0.3199945,
141,0.001366268,15.008307913426426,4.329176606378667,87.77019894862482,7.006680452463949,0.005741949200000001,0.02862092,0.05841764,0.4753182,0.3235478,
142,0.001292074,14.756922348024435,0.21943536435225042,49.599665505811885,7.034474681902471,0.005418253100000001,0.02724053,0.05762068,0.4725624,0.3267814,
143,0.001324125,15.142873438310303,4.971460741162431,55.88606195733874,7.029154949450338,0.0055605368,0.02783391,0.05800066,0.4738896,0.3245774,
144,0.001254702,14.91139700798948,7.162727750815321,57.0362052278044,7.036745606490772,0.0052576225,0.02653403,0.05724709,0.471244,0.3277071,
145,0.001284664,15.265301089731896,5.672652618364026,48.7870805620513,7.031249688434032,0.005390749000000001,0.02709155,0.05760955,0.4725292,0.325559,
146,0.001219562,15.055548852973558,8.19029113241379,72.14745813831158,7.041397689875702,0.005106641800000001,0.0258653,0.05689567,0.4699859,0.3285923,
147,0.001158804,14.82412170371271,0.552164075016961,49.484867070773774,7.075658783680079,0.0048514011000000004,0.02470873,0.0562222,0.4675174,0.3313886,
148,0.0011905,15.220126916720123,9.005665563862237,54.89472080879278,7.064345139220437,0.004982263,0.02530803,0.05661186,0.4689572,0.3291819,
149,0.001132521,15.00907558917589,10.314100357157642,60.01563681732537,7.078069575564141,0.0047398637,0.02419963,0.05596374,0.4665539,0.3319197,
150,0.001081217,14.782813673773914,1.0516865454070654,52.3177753944654,7.116064351153137,0.0045184477,0.02321092,0.05537619,0.4643141,0.3344825,
